Country,Year,GDP Total
Oman,2030,169307054801.25
Pakistan,2021,389204806981.5
Pakistan,2022,413661123139.0
Pakistan,2023,439199871276.0
Pakistan,2024,465846038726.5
Pakistan,2025,493624682251.0
Pakistan,2026,522560928107.0
Pakistan,2027,552679972093.5
Pakistan,2028,584007079632.5
Pakistan,2029,616567585817.5
Pakistan,2030,650386895520.5
Panama,2021,81623580319.75
Panama,2022,87681010254.375
Panama,2023,94044917797.75
Panama,2024,100723077424.75
Panama,2025,107723285336.75
Panama,2026,115053359481.875
Panama,2027,122721139577.75
Panama,2028,130734487132.625
Panama,2029,139101285463.75
Panama,2030,147829439731.25
Papua New Guinea,2021,33262922874.5625
Papua New Guinea,2022,35708929641.5
Papua New Guinea,2023,38279045803.625
Papua New Guinea,2024,40976435125.5
Papua New Guinea,2025,43804270217.4375
Papua New Guinea,2026,46765732543.5625
Papua New Guinea,2027,49864012426.5
Papua New Guinea,2028,53102309060.0625
Papua New Guinea,2029,56483830518.0
Papua New Guinea,2030,60011793762.3125
Paraguay,2021,55214871745.75
Paraguay,2022,58912533782.0
Paraguay,2023,62784400116.5625
Paraguay,2024,66834709628.3125
Paraguay,2025,71067713008.125
Paraguay,2026,75487672777.0
Paraguay,2027,80098863295.125
Paraguay,2028,84905570772.6875
Paraguay,2029,89912093280.4375
Paraguay,2030,95122740766.1875
Peru,2021,289545713372.0
Peru,2022,307861033342.25
Peru,2023,326991717905.25
Peru,2024,346956623436.25
Peru,2025,367774658710.0
Peru,2026,389464784927.75
Peru,2027,412046015788.0
Peru,2028,435537417545.75
Peru,2029,459958109033.5
Peru,2030,485327261737.0
Philippines,2021,446137648296.0
Philippines,2022,475486119824.0
Philippines,2023,506189785931.0
Philippines,2024,538280944606.0
Philippines,2025,571791983737.5
Philippines,2026,606755381242.5
Philippines,2027,643203705105.0
Philippines,2028,681169613494.0
Philippines,2029,720685854828.0
Philippines,2030,761785267883.0
Poland,2021,693817536689.75
Poland,2022,721328685334.75
Poland,2023,749237264698.5
Poland,2024,777536106189.5
Poland,2025,806218018282.5
Poland,2026,835275786500.75
Poland,2027,864702173395.5
Poland,2028,894489918512.25
Poland,2029,924631738378.25
Poland,2030,955120326467.0
Portugal,2021,245455802923.5
Portugal,2022,245610572081.0
Portugal,2023,245212154678.0
Portugal,2024,244238601211.0
Portugal,2025,242667899518.5
Portugal,2026,240477974694.5
Portugal,2027,237646689043.5
Portugal,2028,234151842053.5
Portugal,2029,229971170258.5
Portugal,2030,225082347250.0
Qatar,2021,273771181512.5
Qatar,2022,293789784279.5
Qatar,2023,314748770936.0
Qatar,2024,336670114812.0
Qatar,2025,359575850333.0
Qatar,2026,383488073090.0
Qatar,2027,408428939866.0
Qatar,2028,434420668707.0
Qatar,2029,461485539003.5
Qatar,2030,489645891525.5
Republic of the Congo,2021,19653813027.5
Republic of the Congo,2022,20733857945.65625
Republic of the Congo,2023,21854931507.546875
Republic of the Congo,2024,23017853172.25
Republic of the Congo,2025,24223444652.578125
Republic of the Congo,2026,25472529916.140625
Republic of the Congo,2027,26765935188.5625
Republic of the Congo,2028,28104488954.15625
Republic of the Congo,2029,29489021959.859375
Republic of the Congo,2030,30920367215.203125
Romania,2021,287787062316.75
Romania,2022,303193122674.75
Romania,2023,319113930333.75
Romania,2024,335557791335.25
Romania,2025,352533034121.25
Romania,2026,370048009589.625
Romania,2027,388111091074.25
Romania,2028,406730674399.125
Romania,2029,425915177889.0
Romania,2030,445673042385.75
Russia,2021,2362049882255.0
Russia,2022,2474903422025.0
Russia,2023,2590825430708.5
Russia,2024,2709847493226.5
Russia,2025,2832001274955.5
Russia,2026,2957318521872.5
Russia,2027,3085831060601.0
Russia,2028,3217570798490.0
Russia,2029,3352569723695.5
Russia,2030,3490859905261.0
Rwanda,2021,12609824815.5
Rwanda,2022,13470359722.171875
Rwanda,2023,14373554118.25
Rwanda,2024,15320497953.4375
Rwanda,2025,16312284225.078125
Rwanda,2026,17350008981.0625
Rwanda,2027,18434771322.84375
Rwanda,2028,19567673407.546875
Rwanda,2029,20749820451.75
Rwanda,2030,21982320734.84375
Sao Tome and Principe,2021,532732623.2480469
Sao Tome and Principe,2022,572343721.4482422
Sao Tome and Principe,2023,613813589.4179688
Sao Tome and Principe,2024,657185352.9619141
Sao Tome and Principe,2025,702502257.7646484
Sao Tome and Principe,2026,749807669.4160156
Sao Tome and Principe,2027,799145073.5771484
Sao Tome and Principe,2028,850558076.1445312
Sao Tome and Principe,2029,904090403.2675781
Sao Tome and Principe,2030,959785901.5917969
Saudi Arabia,2021,1026123806614.0
Saudi Arabia,2022,1089896222768.0
Saudi Arabia,2023,1156578978105.0
Saudi Arabia,2024,1226242528547.0
Saudi Arabia,2025,1298957526279.0
Saudi Arabia,2026,1374794820139.0
Saudi Arabia,2027,1453825455625.0
Saudi Arabia,2028,1536120675124.0
Saudi Arabia,2029,1621751918173.0
Saudi Arabia,2030,1710790821594.0
Senegal,2021,26730646570.25
Senegal,2022,28076749768.8125
Senegal,2023,29476961466.890625
Senegal,2024,30932509805.453125
Senegal,2025,32444626334.578125
Senegal,2026,34014546014.71875
Senegal,2027,35643507222.890625
Senegal,2028,37332751753.0
Senegal,2029,39083524821.09375
Senegal,2030,40897075067.6875
Serbia,2021,56146049564.75
Serbia,2022,57580718929.3125
Serbia,2023,58982879727.125
Serbia,2024,60349972099.75
Serbia,2025,61679428743.25
Serbia,2026,62968674902.5625
Serbia,2027,64215128363.0
Serbia,2028,65416199442.875
Serbia,2029,66569290984.625
Serbia,2030,67671798351.375
Sierra Leone,2021,6022446960.0703125
Sierra Leone,2022,6435357028.71875
Sierra Leone,2023,6869301812.5078125
Sierra Leone,2024,7324822409.6015625
Sierra Leone,2025,7802461431.4453125
Sierra Leone,2026,8302763005.15625
Sierra Leone,2027,8826272773.09375
Sierra Leone,2028,9373537896.242188
Sierra Leone,2029,9945107054.84375
Sierra Leone,2030,10541530449.703125
Singapore,2021,460464199378.0
Singapore,2022,488056823942.5
Singapore,2023,516772010655.5
Singapore,2024,546633558023.5
Singapore,2025,577665330260.0
Singapore,2026,609891257373.5
Singapore,2027,643335335232.5
Singapore,2028,678021625583.0
Singapore,2029,713974256191.5
Singapore,2030,751217420832.0
Slovakia,2021,127685888999.625
Slovakia,2022,132321595102.1875
Slovakia,2023,136990716790.1875
Slovakia,2024,141690598744.8125
Slovakia,2025,146418577639.8125
Slovakia,2026,151171982128.5625
Slovakia,2027,155948132843.125
Slovakia,2028,160744342382.1875
Slovakia,2029,165557915301.25
Slovakia,2030,170386148107.5625
Slovenia,2021,57102019161.75
Slovenia,2022,57947122250.375
Slovenia,2023,58712732286.9375
Slovenia,2024,59394912889.625
Slovenia,2025,59989716356.5625
Slovenia,2026,60493183650.5625
Slovenia,2027,60901344391.8125
Slovenia,2028,61210216841.125
Slovenia,2029,61415807892.875
Slovenia,2030,61514113067.6875
Solomon Islands,2021,1943257688.9355469
Solomon Islands,2022,2069987606.6347656
Solomon Islands,2023,2202722306.2148438
Solomon Islands,2024,2341610707.6132812
Solomon Islands,2025,2486802146.4941406
Solomon Islands,2026,2638446374.40625
Solomon Islands,2027,2796693559.4726562
Solomon Islands,2028,2961694286.529297
Solomon Islands,2029,3133599557.6660156
Solomon Islands,2030,3312560792.736328
Somalia,2021,5673267854.046875
Somalia,2022,6091782468.53125
Somalia,2023,6533018599.890625
Somalia,2024,6997591137.875
Somalia,2025,7486116697.28125
Somalia,2026,7999213619.59375
Somalia,2027,8537501974.421875
Somalia,2028,9101603561.421875
Somalia,2029,9692141911.8125
Somalia,2030,10309742290.1875
South Africa,2021,442902420077.5239
South Africa,2022,457983572501.92236
South Africa,2023,473346371144.2881
South Africa,2024,488991961567.8179
South Africa,2025,504921491536.9595
South Africa,2026,521136111020.8281
South Africa,2027,537636972193.5615
South Africa,2028,554425229436.917
South Africa,2029,571502039341.874
South Africa,2030,588868560710.2974
South Korea,2021,1971523505123.5
South Korea,2022,2059341038033.5
South Korea,2023,2149501234075.0
South Korea,2024,2242030841967.0
South Korea,2025,2336956679688.0
South Korea,2026,2434305634582.0
South Korea,2027,2534104663380.0
South Korea,2028,2636380792324.5
South Korea,2029,2741161117158.5
South Korea,2030,2848472803260.5
South Sudan,2021,13936046880.185791
South Sudan,2022,13918901292.393799
South Sudan,2023,13901342002.055176
South Sudan,2024,13883356124.432129
South Sudan,2025,13864930738.34375
South Sudan,2026,13846052886.12085
South Sudan,2027,13826709573.575928
South Sudan,2028,13806887769.98999
South Sudan,2029,13786574408.042969
South Sudan,2030,13765756383.79126
Spain,2021,1530306788874.0
Spain,2022,1543966838264.0
Spain,2023,1555253679954.0
Spain,2024,1564064468950.0
Spain,2025,1570296065538.0
Spain,2026,1573845035278.0
Spain,2027,1574607648610.0
Spain,2028,1572479880612.0
Spain,2029,1567357410534.0
Spain,2030,1559135621752.0
Sri Lanka,2021,121253200774.5
Sri Lanka,2022,129899459835.25
Sri Lanka,2023,138959207395.0
Sri Lanka,2024,148442390225.875
Sri Lanka,2025,158358982807.375
Sri Lanka,2026,168718987336.125
Sri Lanka,2027,179532433790.125
Sri Lanka,2028,190809379924.5
Sri Lanka,2029,202559911306.375
Sri Lanka,2030,214794141343.75
Sudan,2021,71305411571.3125
Sudan,2022,74655190885.96875
Sudan,2023,78115548590.46875
Sudan,2024,81688426693.1875
Sudan,2025,85375772487.75
Sudan,2026,89179538552.78125
Sudan,2027,93101682762.125
Sudan,2028,97144168287.28125
Sudan,2029,101308963602.4375
Sudan,2030,105598042491.03125
Suriname,2021,6375840643.8671875
Suriname,2022,6748446662.796875
Suriname,2023,7136841988.2109375
Suriname,2024,7541379269.5625
Suriname,2025,7962412133.296875
Suriname,2026,8400295184.921875
Suriname,2027,8855384008.671875
Suriname,2028,9328035169.59375
Suriname,2029,9818606213.757812
Suriname,2030,10327455669.960938
Sweden,2021,647315963369.5
Sweden,2022,663685616996.75
Sweden,2023,680115066076.625
Sweden,2024,696597525084.625
Sweden,2025,713126188142.875
Sweden,2026,729694229029.5
Sweden,2027,746294801128.25
Sweden,2028,762921037424.875
Sweden,2029,779566050490.75
Sweden,2030,796222932441.125
Switzerland,2021,890758038689.5
Switzerland,2022,924445384385.25
Switzerland,2023,958976574174.0
Switzerland,2024,994362899805.375
Switzerland,2025,1030615682908.75
Switzerland,2026,1067746275025.5
Switzerland,2027,1105766057615.625
Switzerland,2028,1144686442105.375
Switzerland,2029,1184518869902.875
Switzerland,2030,1225274812446.875
Syria,2021,34075248594.3125
Syria,2022,34663944252.30469
Syria,2023,35248968598.25391
Syria,2024,35830098528.9375
Syria,2025,36407110297.11328
Syria,2026,36979779511.15234
Syria,2027,37547881134.50391
Syria,2028,38111189484.66797
Syria,2029,38669478232.91406
Syria,2030,39222520403.48047
Tajikistan,2021,11514447771.046875
Tajikistan,2022,12269046759.25
Tajikistan,2023,13055835976.953125
Tajikistan,2024,13875510523.515625
Tajikistan,2025,14728767419.953125
Tajikistan,2026,15616305611.609375
Tajikistan,2027,16538825969.96875
Tajikistan,2028,17497031293.640625
Tajikistan,2029,18491626311.078125
Tajikistan,2030,19523317682.578125
Tanzania,2021,71949167247.75
Tanzania,2022,76666594298.875
Tanzania,2023,81586224244.875
Tanzania,2024,86712456811.1875
Tanzania,2025,92049703903.5625
Tanzania,2026,97602389608.125
Tanzania,2027,103374950209.125
Tanzania,2028,109371834197.8125
Tanzania,2029,115597502286.625
Tanzania,2030,122056427418.5
Thailand,2021,591065327836.5
Thailand,2022,623266575018.0
Thailand,2023,656707031105.5
Thailand,2024,691412376295.0
Thailand,2025,727408361604.0
Thailand,2026,764720808919.5
Thailand,2027,803375611057.5
Thailand,2028,843398731865.0
Thailand,2029,884816206256.5
Thailand,2030,927654140296.5
Timor-Leste,2021,2309689901.8007812
Timor-Leste,2022,2482273982.6132812
Timor-Leste,2023,2662999719.390625
Timor-Leste,2024,2852056957.3554688
Timor-Leste,2025,3049636069.8398438
Timor-Leste,2026,3255927958.1914062
Timor-Leste,2027,3471124052.4921875
Timor-Leste,2028,3695416312.1289062
Timor-Leste,2029,3928997226.265625
Timor-Leste,2030,4172059814.5117188
Togo,2021,7786540589.453125
Togo,2022,8306700262.34375
Togo,2023,8852968576.578125
Togo,2024,9426023646.109375
Togo,2025,10026545481.78125
Togo,2026,10655215996.09375
Togo,2027,11312719000.953125
Togo,2028,11999740212.8125
Togo,2029,12716967253.296875
Togo,2030,13465089650.5625
Tonga,2021,565342952.2260132
Tonga,2022,587419415.3584595
Tonga,2023,610019076.2251587
Tonga,2024,633147496.52771
Tonga,2025,656810252.2338867
Tonga,2026,681012933.5748291
Tonga,2027,705761145.0697632
Tonga,2028,731060505.5327759
Tonga,2029,756916648.0906372
Tonga,2030,783335220.1939087
Trinidad and Tobago,2021,33344049515.921875
Trinidad and Tobago,2022,34850379812.65625
Trinidad and Tobago,2023,36406346465.171875
Trinidad and Tobago,2024,38012865458.84375
Trinidad and Tobago,2025,39670855281.6875
Trinidad and Tobago,2026,41381236926.6875
Trinidad and Tobago,2027,43144933894.59375
Trinidad and Tobago,2028,44962872195.828125
Trinidad and Tobago,2029,46835980353.171875
Trinidad and Tobago,2030,48765189403.609375
Tunisia,2021,50774980887.78125
Tunisia,2022,51722436099.3125
Tunisia,2023,52635201844.21875
Tunisia,2024,53511302801.84375
Tunisia,2025,54348757950.5
Tunisia,2026,55145580556.65625
Tunisia,2027,55899778173.03125
Tunisia,2028,56609352634.8125
Tunisia,2029,57272300049.375
Tunisia,2030,57886610792.46875
Turkey,2021,1192000094937.0
Turkey,2022,1249772608148.0
Turkey,2023,1309312155751.0
Turkey,2024,1370644242261.5
Turkey,2025,1433794440249.0
Turkey,2026,1498788390371.5
Turkey,2027,1565651801453.0
Turkey,2028,1634410450557.5
Turkey,2029,1705090183029.5
Turkey,2030,1777716912586.5
Turkmenistan,2021,59367053499.375
Turkmenistan,2022,63931959193.375
Turkmenistan,2023,68718957827.375
Turkmenistan,2024,73733376859.75
Turkmenistan,2025,78980558590.875
Turkmenistan,2026,84465860175.75
Turkmenistan,2027,90194653627.875
Turkmenistan,2028,96172325842.875
Turkmenistan,2029,102404278608.0
Turkmenistan,2030,108895928624.0
Uganda,2021,46347895219.4375
Uganda,2022,49569318623.625
Uganda,2023,52944404401.875
Uganda,2024,56476867137.0
Uganda,2025,60170431763.1875
Uganda,2026,64028833573.125
Uganda,2027,68055818230.1875
Uganda,2028,72255141780.6875
Uganda,2029,76630570660.5
Uganda,2030,81185881699.3125
Ukraine,2021,150766903838.75
Ukraine,2022,153210003194.0
Ukraine,2023,155502711845.0
Ukraine,2024,157637443867.125
Ukraine,2025,159606591505.75
Ukraine,2026,161402525158.625
Ukraine,2027,163017593344.75
Ukraine,2028,164444122692.5
Ukraine,2029,165674417911.25
Ukraine,2030,166700761777.125
United Arab Emirates,2021,548756775276.0
United Arab Emirates,2022,580616137188.5
United Arab Emirates,2023,613749243843.5
United Arab Emirates,2024,648182895730.5
United Arab Emirates,2025,683943967293.5
United Arab Emirates,2026,721059407036.5
United Arab Emirates,2027,759556237567.5
United Arab Emirates,2028,799461555712.0
United Arab Emirates,2029,840802532531.5
United Arab Emirates,2030,883606413399.5
United Kingdom,2021,3041467796056.0
United Kingdom,2022,3051006253780.0
United Kingdom,2023,3054637258720.0
United Kingdom,2024,3052124397660.0
United Kingdom,2025,3043230582348.0
United Kingdom,2026,3027718048612.0
United Kingdom,2027,3005348355984.0
United Kingdom,2028,2975882386680.0
United Kingdom,2029,2939080345132.0
United Kingdom,2030,2894701757584.0
United States,2021,22096505119432.0
United States,2022,22756408798364.0
United States,2023,23423339120648.0
United States,2024,24097149419392.0
United States,2025,24777692563704.0
United States,2026,25464820958064.0
United States,2027,26158386542008.0
United States,2028,26858240789960.0
United States,2029,27564234710200.0
United States,2030,28276218844652.0
Uruguay,2021,81588555039.375
Uruguay,2022,86804587274.5
Uruguay,2023,92263994628.875
Uruguay,2024,97972717194.875
Uruguay,2025,103936711610.75
Uruguay,2026,110161951103.75
Uruguay,2027,116654425491.5
Uruguay,2028,123420141201.25
Uruguay,2029,130465121283.875
Uruguay,2030,137795405438.25
Uzbekistan,2021,97637664410.625
Uzbekistan,2022,104277108232.125
Uzbekistan,2023,111212408297.125
Uzbekistan,2024,118450240169.5
Uzbekistan,2025,125997297937.875
Uzbekistan,2026,133860294222.75
Uzbekistan,2027,142045960198.375
Uzbekistan,2028,150561045604.875
Uzbekistan,2029,159412318777.5
Uzbekistan,2030,168606566644.375
Vanuatu,2021,1088270390.369629
Vanuatu,2022,1143199303.6699219
Vanuatu,2023,1200090527.9072266
Vanuatu,2024,1258982734.2036133
Vanuatu,2025,1319914699.9067383
Vanuatu,2026,1382925308.713379
Vanuatu,2027,1448053550.6572266
Vanuatu,2028,1515338522.4262695
Vanuatu,2029,1584819427.2104492
Vanuatu,2030,1656535574.9960938
Venezuela,2021,442725885805.375
Venezuela,2022,463630344050.75
Venezuela,2023,485202363789.0
Venezuela,2024,507452850635.875
Venezuela,2025,530392739692.25
Venezuela,2026,554032995547.125
Venezuela,2027,578384612303.5
Venezuela,2028,603458613634.75
Venezuela,2029,629266052786.25
Venezuela,2030,655818012616.5
Vietnam,2021,308383187557.5
Vietnam,2022,331642701153.0
Vietnam,2023,356035912215.5
Vietnam,2024,381590304647.5
Vietnam,2025,408333438892.5
Vietnam,2026,436292952090.0
Vietnam,2027,465496558122.0
Vietnam,2028,495972047662.0
Vietnam,2029,527747288281.0
Vietnam,2030,560850224540.0
Yemen,2021,45238484990.89868
Yemen,2022,47327890602.701904
Yemen,2023,49466314624.67944
Yemen,2024,51653969345.03027
Yemen,2025,53891067471.90454
Yemen,2026,56177822133.80005
Yemen,2027,58514446879.8833
Yemen,2028,60901155680.31592
Yemen,2029,63338162926.723145
Yemen,2030,65825683432.403564
Zambia,2021,37898029178.3125
Zambia,2022,40521047567.375
Zambia,2023,43270119581.875
Zambia,2024,46148303067.0
Zambia,2025,49158664389.625
Zambia,2026,52304278443.1875
Zambia,2027,55588228664.3125
Zambia,2028,59013607033.625
Zambia,2029,62583514088.0
Zambia,2030,66301058927.875
Zimbabwe,2021,26778180103.0625
Zimbabwe,2022,28700582688.9375
Zimbabwe,2023,30735163020.5
Zimbabwe,2024,32885177694.25
Zimbabwe,2025,35153892475.5625
Zimbabwe,2026,37544582308.5625
Zimbabwe,2027,40060531326.8125
Zimbabwe,2028,42705032861.9375
Zimbabwe,2029,45481389448.5
Zimbabwe,2030,48392912839.75
